YEAR,WEEK,NUMBER,RESULT
2018,38,2,0
2014,32,37,0
2010,34,1,0
2014,33,25,1
2010,24,1,0
2007,31,1,0
2012,35,3,0
2013,24,1,0
2008,28,4,0
2007,35,13,1
2012,38,1,0
2017,24,1,0
2015,36,2,0
2007,28,1,0
2014,38,4,0
2013,35,39,0
2007,39,4,0
2011,30,2,0
2014,39,9,0
2009,31,3,0
2009,23,1,0
2013,30,2,0
2007,32,30,0
2009,27,2,0
2016,37,2,0
2011,27,3,0
2012,27,36,0
2017,34,11,1
2014,34,9,0
2014,31,39,0
2018,27,1,0
2011,38,19,0
2010,23,3,0
2015,29,9,0
2016,33,2,0
2009,34,1,0
2014,36,10,0
2017,38,1,0
2009,21,2,0
2012,37,4,0
2007,37,50,0
2012,29,4,0
2008,34,21,0
2013,36,37,1
2011,32,10,0
2008,29,50,0
2009,27,2,0
2015,35,12,0
2018,33,2,0
2007,39,1,0
2013,23,6,0
2016,30,43,1
2009,36,6,0
2008,32,2,0
2008,29,50,0
2009,38,1,0
2007,31,50,0
2015,30,6,0
2014,32,8,0
2016,37,40,1
2013,35,2,0
2011,39,1,0
2007,27,1,0
2008,29,46,0
2008,34,13,0
2018,24,20,0
2008,26,2,0
2007,37,2,0
2009,26,9,0
2015,36,2,0
2018,37,3,0
2015,31,9,0
2014,28,4,0
2012,31,50,1
2016,37,4,0
2007,28,5,0
2016,32,50,1
2008,35,1,0
2016,30,11,1
2017,23,21,0
2009,28,14,0
2008,26,2,0
2014,27,3,0
2007,30,5,0
2016,32,28,0
2013,39,2,0
2014,23,17,0
2015,25,14,0
2008,23,4,0
2007,35,5,0
2018,26,3,0
2018,32,4,0
2017,29,3,0
2007,35,1,0
2008,28,2,0
2018,38,3,0
2012,29,2,0
2014,30,1,0
2011,31,2,0
2014,34,47,1
2009,36,2,0
2007,37,4,0
2012,27,3,0
2010,36,1,0
2010,28,1,0
2010,34,1,0
2012,28,42,0
2007,31,50,0
2016,35,48,0
2018,28,1,0
2009,23,7,0
2011,37,3,0
2010,27,1,0
2010,27,1,0
2007,32,4,0
2007,35,1,0
2008,33,20,0
2017,28,4,0
2012,24,11,0
2010,25,1,0
2016,25,1,0
2010,32,7,0
2009,32,1,0
2012,31,4,0
2011,28,50,0
2017,34,1,0
2016,30,21,0
2009,39,2,0
2008,30,18,0
2010,26,1,0
2014,27,1,0
2014,32,13,0
2012,29,32,0
2007,38,24,0
2011,35,1,0
2014,33,12,0
2013,36,3,0
2012,29,9,0
2007,33,1,0
2016,25,2,0
2016,37,5,0
2015,29,4,0
2011,35,2,0
2009,33,20,0
2012,24,4,0
2012,31,11,0
2013,29,2,0
2014,25,5,0
2018,31,1,0
2010,30,34,0
2007,30,3,0
2009,34,1,0
2015,34,2,0
2012,34,1,0
2012,24,1,0
2016,33,4,0
2018,38,1,0
2014,29,14,0
2008,38,8,0
2017,39,10,0
2008,29,3,0
2007,31,1,0
2008,31,50,0
2007,28,1,0
2014,34,3,0
2007,33,28,0
2014,34,48,0
2012,24,5,0
2017,29,1,0
2012,33,3,0
2008,23,12,0
2008,31,29,0
2010,34,1,0
2009,33,1,0
2011,32,1,0
2015,31,22,0
2009,28,1,0
2017,39,24,0
2008,34,5,0
2015,34,6,0
2009,36,3,0
2012,35,1,0
2013,32,2,1
2014,28,30,0
2018,37,1,0
2015,31,3,0
2011,32,1,0
2007,31,3,0
2016,33,5,0
2011,26,1,0
2011,28,12,0
2007,28,50,0
2013,31,7,0
2014,34,15,0
2010,29,8,0
2014,33,23,0
2010,29,11,0
2007,28,7,0
2012,33,2,0
2012,27,37,0
2008,27,3,0
2014,37,2,0
2013,38,15,0
2010,36,9,0
2014,26,21,0
2011,29,2,0
2007,38,9,0
2010,24,3,0
2012,36,3,0
2014,32,1,0
2013,39,5,0
2014,35,2,0
2017,34,1,0
2007,26,1,0
2014,23,24,0
2007,38,41,0
2010,36,11,0
2013,29,2,0
2009,26,3,0
2009,38,1,0
2018,34,2,0
2008,28,2,0
2008,33,1,0
2013,33,34,0
2015,30,3,0
2014,39,1,0
2011,29,17,0
2015,23,2,0
2017,27,2,0
2018,36,1,0
2007,39,9,0
2013,29,23,1
2017,23,33,0
2018,30,13,0
2016,30,5,0
2008,31,8,0
2014,26,8,0
2011,23,2,0
2010,23,5,0
2007,32,50,0
2013,38,1,0
2011,25,1,0
2008,29,1,0
2008,29,50,0
2017,38,2,0
2012,36,1,0
2007,30,4,0
2018,38,7,0
2007,23,2,0
2016,26,13,0
2017,39,15,0
2013,23,2,0
2010,36,2,0
2007,29,50,0
2009,29,8,0
2018,36,2,0
2009,37,12,0
2012,28,6,0
2015,35,2,0
2009,27,2,0
2014,26,23,0
2007,33,1,0
2007,30,1,0
2011,29,2,0
2007,37,20,0
2014,23,34,0
2014,37,7,0
2017,38,1,0
2009,31,2,0
2015,35,8,0
2011,32,3,0
2012,28,50,0
2018,30,31,0
2018,24,1,0
2007,39,27,0
2010,32,1,0
2013,28,7,0
2007,33,3,0
2010,28,6,0
2015,30,7,0
2012,26,12,0
2017,35,1,0
2014,36,3,0
2007,32,1,0
2011,36,1,0
2008,39,1,0
2011,28,3,0
2015,25,15,0
2018,26,16,0
2016,26,10,0
2014,29,1,0
2013,25,1,0
2012,25,2,0
2007,21,2,0
2017,31,2,0
2016,36,2,0
2009,26,1,0
2018,23,1,0
2014,35,11,0
2007,35,50,0
2008,30,5,0
2015,36,1,0
2011,28,5,0
2007,26,50,0
2007,26,7,0
2014,25,1,0
2007,32,48,1
2007,28,1,0
2008,27,16,0
2012,33,23,1
2017,29,13,1
2007,34,50,0
2014,24,5,0
2018,36,3,0
2013,26,18,0
2017,36,1,0
2013,32,42,0
2017,35,6,0
2007,38,3,0
2007,32,6,0
2008,33,48,0
2008,38,4,0
2007,29,1,0
2007,26,1,0
2009,31,3,0
2011,23,17,0
2017,30,5,0
2016,32,47,1
2015,35,2,0
2007,31,6,0
2007,39,5,0
2009,29,10,0
2014,34,12,0
2016,30,1,0
2015,28,7,0
2018,34,4,0
2015,31,5,0
2009,38,5,0
2009,24,7,0
2017,38,1,0
2015,28,42,0
2012,37,3,0
2015,33,6,0
2009,32,9,0
2015,24,2,0
2010,24,4,0
2011,28,1,0
2008,32,50,1
2007,24,6,0
2011,29,2,0
2015,24,6,0
2017,36,1,0
2014,31,14,1
2013,37,13,1
2008,33,24,0
2018,28,3,0
2012,33,2,0
2016,31,10,0
2007,33,3,0
2018,32,2,0
2010,23,3,0
2007,28,4,0
2012,29,14,0
2016,27,16,0
2007,35,50,0
2007,34,10,0
2011,28,9,0
2007,37,50,0
2013,32,13,0
2016,36,50,1
2008,35,50,1
2008,29,2,0
2007,35,3,0
2016,24,4,0
2008,32,22,1
2009,33,1,1
2010,27,42,0
2012,33,2,0
2013,33,22,1
2015,27,18,0
2007,39,1,0
2007,32,31,0
2016,38,1,0
2011,30,3,0
2009,38,1,0
2017,24,4,0
2008,28,33,0
2017,23,3,0
2012,39,4,0
2011,36,1,0
2009,36,1,0
2013,35,27,0
2011,29,7,0
2013,36,6,0
2011,29,10,0
2017,36,1,0
2016,39,16,0
2011,28,4,0
2008,27,1,0
2010,31,21,0
2014,29,4,0
2009,36,1,0
2011,33,1,0
2012,30,4,1
2015,30,16,0
2016,24,50,0
2017,27,8,0
2009,38,4,0
2010,36,9,0
2014,26,19,0
2007,33,14,0
2014,35,19,0
2008,25,8,0
2015,25,1,0
2008,28,4,0
2009,27,1,0
2011,36,3,0
2011,32,2,0
2016,31,50,1
2013,34,5,0
2011,34,1,0
2007,31,26,0
2008,33,21,0
2018,28,3,0
2007,29,48,0
2017,24,24,0
2017,38,1,0
2018,33,3,1
2008,39,3,0
2016,32,29,1
2008,34,34,0
2009,36,1,0
2018,29,12,0
2009,37,5,0
2013,35,1,0
2016,38,19,0
2012,37,1,0
2011,27,29,0
2009,37,8,0
2011,36,3,1
2013,24,32,0
2012,36,8,0
2008,33,7,0
2009,20,1,0
2016,33,50,0
2018,31,2,0
2007,29,50,0
2012,39,2,0
2009,23,19,0
2008,37,50,0
2007,27,27,0
2010,24,2,0
2007,30,2,0
2014,24,37,0
2008,32,1,0
2011,29,38,0
2017,35,1,0
2008,31,3,0
2012,29,50,0
2017,37,3,0
2016,28,3,0
2014,33,4,0
2009,39,11,0
2017,34,1,0
2007,34,9,0
2017,39,1,0
2013,32,4,0
2017,39,5,0
2007,31,20,1
2008,31,5,0
2007,22,2,0
2013,25,4,0
2018,36,1,0
2015,29,1,0
2018,30,16,1
2013,34,47,1
2013,33,2,0
2007,38,6,0
2012,31,17,0
2017,38,3,0
2018,35,23,0
2007,26,7,0
2007,39,1,0
2014,30,13,0
2010,34,7,0
2014,32,5,0
2010,28,5,0
2013,28,3,0
2007,34,18,1
2008,30,6,0
2013,34,1,0
2017,30,12,1
2013,34,8,0
2016,33,11,1
2016,30,21,0
2013,26,1,0
2014,38,2,0
2008,26,11,0
2007,30,4,0
2008,34,21,0
2012,30,2,0
2009,32,10,0
2012,39,1,0
2012,33,14,1
2012,29,4,0
2010,29,7,0
2015,29,5,0
2007,33,1,0
2010,30,1,0
2008,24,5,0
2010,38,2,0
2012,32,37,1
2015,29,2,0
2013,33,15,0
2011,30,8,1
2008,35,4,0
2013,28,28,0
2018,34,3,1
2013,32,50,0
2012,32,1,0
2008,29,5,0
2013,32,21,0
2012,35,1,0
2015,28,1,0
2007,24,2,0
2007,29,50,0
2011,25,31,0
2013,37,14,1
2018,33,1,0
2007,33,22,1
2012,31,3,0
2008,32,12,0
2017,26,3,0
2018,24,1,0
2009,30,3,0
2010,27,50,0
2009,26,49,0
2017,32,5,0
2007,38,5,0
2014,37,1,0
2013,25,44,0
2014,25,3,0
2013,24,3,0
2007,35,50,0
2017,26,2,0
2009,36,10,0
2008,34,6,0
2007,28,50,0
2015,23,22,0
2009,27,10,0
2007,30,50,0
2010,25,3,0
2018,23,17,0
2010,27,5,0
2007,27,8,0
2013,30,14,0
2011,30,1,0
2011,25,8,0
2014,24,14,0
2014,27,6,0
2008,33,4,0
2010,25,5,0
2010,29,35,0
2016,38,15,0
2009,36,1,0
2008,30,4,0
2012,33,1,0
2010,29,8,0
2013,35,4,0
2010,36,3,0
2008,29,2,0
2007,36,14,0
2009,30,2,0
2015,24,5,0
2015,28,23,0
2018,33,3,0
2014,30,6,0
2014,31,50,0
2007,32,7,0
2013,35,50,1
2008,30,10,0
2007,21,2,0
2012,33,25,0
2007,34,8,0
2016,27,4,0
2013,31,4,0
2012,29,30,0
2013,26,40,0
2014,29,4,0
2007,32,50,0
2012,28,28,0
2016,30,2,0
2018,25,4,0
2012,30,50,1
2012,29,50,0
2007,22,1,0
2011,38,2,0
2017,26,1,0
2011,36,7,0
2009,24,2,0
2016,35,28,1
2007,32,9,0
2018,32,14,0
2016,31,48,0
2008,25,22,0
2010,36,12,0
2015,35,1,0
2009,20,4,0
2013,29,10,0
2018,26,3,0
2015,33,3,0
2018,35,3,0
2016,33,27,1
2011,32,4,0
2014,31,10,0
2008,33,1,0
2014,37,2,0
2018,39,10,0
2010,37,6,0
2010,33,2,0
2013,32,1,0
2013,30,2,0
2008,26,34,0
2008,27,3,0
2017,31,16,0
2010,35,3,0
2012,28,41,0
2008,29,7,0
2018,38,1,0
2012,30,1,0
2018,31,1,0
2013,36,14,1
2018,39,23,0
2007,29,50,0
2015,35,1,0
2007,35,1,0
2012,31,4,0
2011,35,15,0
2007,29,1,0
2007,39,4,0
2010,30,10,0
2009,20,2,0
2016,38,45,0
2018,28,19,0
2008,30,3,0
2007,33,6,0
2015,26,11,0
2016,37,46,0
2014,29,5,0
2012,26,9,0
2012,36,2,0
2007,29,2,0
2008,28,4,0
2013,36,12,0
2016,26,12,0
2008,29,4,0
2007,29,6,0
2014,36,6,0
2010,33,2,0
2012,32,3,0
2010,27,50,0
2010,30,1,0
2011,26,20,0
2016,24,2,0
2015,29,1,0
2016,35,3,0
2008,29,14,0
2014,37,5,0
2007,31,8,0
2010,32,2,0
2010,38,37,0
2007,29,4,0
2007,39,1,0
2012,28,3,0
2009,27,20,0
2014,26,6,0
2017,31,23,0
2007,34,50,0
2014,37,16,0
2010,37,5,0
2012,30,3,0
2015,31,2,0
2009,36,7,0
2014,34,1,0
2010,33,16,0
2014,32,28,0
2008,29,10,0
2007,33,9,0
2007,39,10,0
2009,31,2,0
2015,31,1,0
2007,36,1,0
2014,37,5,0
2011,36,12,0
2007,29,2,0
2013,27,1,0
2017,32,4,0
2014,24,23,0
2008,24,2,0
2013,24,3,0
2008,33,8,0
2017,25,1,0
2017,26,1,0
2012,39,1,0
2015,24,7,0
2008,26,5,0
2007,33,13,0
2013,33,39,0
2015,32,11,1
2008,32,2,0
2010,36,1,0
2014,25,41,0
2007,34,50,0
2013,37,16,0
2007,37,21,0
2016,32,44,1
2008,29,50,0
2007,29,33,0
2007,36,1,1
2009,21,12,0
2012,36,3,0
2014,36,8,0
2013,24,1,0
2010,27,50,0
2016,28,11,0
2011,28,32,0
2010,31,13,0
2008,34,47,0
2010,27,17,0
2016,31,38,1
2016,36,37,0
2010,27,8,0
2017,32,7,0
2011,31,24,0
2016,36,17,0
2018,25,47,0
2010,38,1,0
2008,29,13,0
2008,29,2,0
2015,38,1,0
2017,28,43,0
2008,31,33,0
2010,28,42,0
2007,31,50,0
2018,24,18,0
2011,36,1,0
2007,31,9,0
2011,29,2,0
2008,30,2,0
2018,26,8,0
2014,36,1,0
2007,34,1,0
2014,30,2,0
2012,27,32,0
2013,34,1,0
2010,32,6,0
2012,33,1,0
2014,35,6,0
2015,34,5,0
2011,38,2,0
2012,28,8,0
2011,26,1,0
2018,38,2,0
2010,29,4,0
2014,34,6,0
2018,32,7,1
2007,32,13,0
2014,35,11,0
2012,36,1,0
2011,36,1,0
2014,27,46,0
2007,37,29,0
2011,25,1,0
2018,26,11,0
2011,31,1,0
2013,36,13,0
2016,35,3,0
2013,25,2,0
2014,38,8,0
2014,28,22,0
2007,32,50,0
2011,29,4,0
2016,32,10,0
2014,35,1,0
2012,26,1,0
2007,32,50,0
2010,33,1,0
2007,22,1,0
2014,34,29,1
2007,34,27,1
2012,39,5,0
2010,29,20,0
2010,37,1,0
2015,29,7,0
2013,24,20,0
2017,37,4,0
2018,29,2,0
2008,33,1,0
2007,36,1,0
2011,31,11,0
2007,32,4,0
2008,35,1,0
2013,30,3,0
2010,27,50,0
2007,39,9,0
2007,39,4,0
2018,23,50,0
2010,34,2,0
2007,29,3,0
2015,33,1,0
2017,29,2,0
2008,27,3,0
2008,35,32,0
2012,26,7,0
2012,32,2,0
2013,34,14,1
2014,33,36,0
2010,24,1,0
2014,37,3,0
2008,29,3,0
2012,30,9,1
2008,29,14,0
2007,35,3,0
2009,36,15,0
2014,35,2,0
2014,40,3,0
2007,35,3,0
2013,29,44,0
2010,32,1,0
2018,33,1,0
2009,23,21,0
2012,37,7,0
2013,26,10,0
2013,24,2,0
2018,29,36,1
2008,23,2,0
2012,37,1,0
2016,30,29,0
2007,25,4,0
2011,26,36,0
2013,34,23,1
2014,28,2,0
2013,26,7,0
2012,30,37,0
2015,32,27,0
2007,35,1,0
2012,28,13,0
2007,21,5,0
2007,30,2,0
2015,34,1,0
2014,31,32,0
2013,31,48,0
2014,33,4,0
2014,37,6,0
2012,35,1,0
2018,29,1,0
2007,35,1,0
2007,38,1,0
2013,36,10,0
2013,35,5,0
2013,30,26,0
2007,29,6,0
2010,29,5,0
2016,32,50,0
2009,24,9,0
2011,32,1,0
2016,36,14,0
2014,31,41,0
2010,24,4,0
2016,35,9,0
2007,30,1,0
2015,24,2,0
2011,34,1,0
2016,32,19,0
2007,34,2,0
2016,31,50,1
2008,35,10,0
2013,34,1,0
2008,36,46,0
2018,37,2,0
2007,39,7,0
2014,35,11,1
2011,28,6,0
2008,37,6,1
2008,26,4,0
2012,24,2,0
2009,27,15,0
2007,30,3,0
2017,23,2,0
2011,32,5,0
2014,23,39,0
2014,33,36,0
2018,38,2,0
2015,29,3,0
2016,24,10,0
2009,37,18,0
2016,37,25,1
2009,20,1,0
2014,29,4,0
2007,37,50,0
2014,26,9,0
2013,26,3,0
2007,37,1,0
2008,30,1,0
2010,33,1,0
2009,31,1,0
2013,29,50,0
2007,31,30,1
2010,33,13,0
2010,38,1,0
2015,38,6,0
2014,31,17,0
2014,39,1,0
2016,27,4,0
2014,27,4,0
2009,30,4,0
2008,34,2,0
2010,27,50,0
2014,34,1,0
2009,34,2,0
2011,24,1,0
2010,27,19,0
2009,38,10,0
2008,25,1,0
2015,27,2,0
2015,33,7,1
2010,36,1,0
2009,29,7,0
2011,24,2,0
2013,30,16,0
2018,23,11,0
2013,25,29,0
2007,38,17,0
2013,28,4,0
2007,28,1,0
2007,33,50,0
2007,33,40,1
2008,32,1,0
2015,31,2,0
2013,28,17,0
2010,27,5,0
2010,27,50,0
2011,37,13,0
2012,27,3,0
2008,37,1,0
2007,25,2,0
2013,36,50,0
2010,38,10,0
2013,29,50,0
2011,39,1,0
2013,25,32,0
2011,27,48,0
2014,35,8,0
2014,36,6,0
2012,24,28,0
2013,28,45,1
2011,37,9,0
2009,31,3,0
2009,29,50,0
2007,39,1,0
2015,30,5,0
2014,24,7,0
2018,37,1,0
2018,31,2,0
2010,36,1,0
2008,24,1,0
2010,27,50,0
2013,31,50,0
2014,39,3,0
2007,39,3,0
2012,39,5,0
2016,25,7,0
2014,37,5,0
2013,26,14,0
2008,29,1,0
2014,36,6,0
2018,30,18,1
2016,31,46,1
2018,28,7,0
2014,34,39,0
2007,35,4,0
2013,26,38,1
2009,22,3,0
2018,31,6,0
2012,31,6,0
2016,25,1,0
2017,24,2,0
2017,26,2,0
2015,25,9,0
2011,29,1,0
2008,35,46,0
2014,38,13,0
2010,34,1,0
2012,27,2,0
2018,34,1,0
2014,31,3,0
2008,31,7,0
2016,37,7,0
2013,34,38,0
2011,28,36,0
2013,34,4,0
2018,31,4,0
2008,29,2,0
2014,28,1,0
2009,29,50,0
2016,23,1,0
2013,33,5,0
2012,25,2,0
2014,37,14,0
2016,34,3,0
2016,23,1,0
2013,35,2,0
2007,37,14,0
2015,32,2,0
2007,32,18,0
2008,28,3,0
2009,38,6,0
2007,33,50,1
2010,32,3,0
2012,37,5,0
2007,39,10,0
2009,22,9,0
2014,36,3,0
2009,27,4,0
2009,34,1,0
2009,36,4,0
2014,35,8,0
2015,32,3,0
2015,29,25,0
2007,23,2,0
2014,34,41,0
2009,22,4,0
2016,33,7,0
2010,35,7,0
2010,37,13,0
2016,38,2,0
2013,35,12,1
2008,35,9,0
2017,35,1,0
2013,24,4,0
2017,34,2,0
2015,26,2,0
2014,28,1,0
2007,28,4,0
2012,29,4,0
2009,27,13,0
2010,36,1,0
2010,27,14,0
2007,34,50,0
2007,29,1,0
2009,22,2,0
2018,32,2,0
2009,31,3,0
2015,24,2,0
2012,39,4,0
2015,29,46,0
2008,32,2,0
2015,30,1,0
2007,39,15,0
2010,25,3,0
2007,39,1,0
2018,31,20,0
2008,34,50,0
2013,38,3,0
2014,36,16,0
2008,30,1,0
2007,31,4,0
2011,37,36,0
2007,37,1,0
2013,39,5,0
2011,29,3,0
2014,26,2,0
2015,32,10,0
2013,25,6,0
2010,35,2,0
2009,23,17,0
2007,32,3,0
2010,29,50,0
2008,34,4,0
2016,36,9,0
2013,32,4,0
2009,33,42,1
2016,37,4,0
2010,32,10,0
2009,38,5,0
2013,30,30,0
2007,39,23,0
2009,36,2,0
2016,26,10,0
2013,35,9,0
2014,31,10,0
2016,37,3,0
2008,32,1,0
2012,30,14,1
2015,30,28,1
2015,31,2,0
2010,39,3,0
2011,31,7,0
2014,35,8,0
2014,38,1,0
2012,38,4,0
2008,27,1,0
2009,28,1,0
2008,29,1,0
2014,29,2,0
2014,33,39,0
2017,27,3,0
2010,28,10,0
2015,37,2,0
2015,37,4,0
2008,28,1,0
2007,34,14,0
2013,39,2,0
2010,28,50,0
2016,36,2,0
2011,28,50,0
2008,29,1,0
2014,36,12,0
2014,30,3,0
2010,25,5,0
2017,27,6,0
2007,28,50,0
2013,24,35,0
2017,39,3,0
2009,27,1,0
2015,38,2,0
2016,29,10,1
2018,32,9,0
2015,27,4,0
2014,28,49,0
2014,33,50,0
2015,33,2,0
2012,25,1,0
2007,31,28,1
2013,23,1,0
2016,27,1,0
2007,32,17,0
2007,32,50,0
2012,34,49,0
2018,39,1,0
2009,38,49,0
2009,24,1,0
2016,31,3,0
2007,33,3,0
2010,28,10,0
2016,39,3,0
2018,24,5,0
2017,30,9,0
2014,38,16,0
2013,26,40,0
2007,31,2,0
2012,37,10,0
2018,35,4,1
2013,27,4,0
2012,35,1,0
2009,33,50,0
2012,27,50,0
2017,28,13,0
2013,38,2,0
2011,30,4,0
2012,29,13,1
2016,30,50,1
2012,32,2,0
2012,37,1,0
2013,28,17,0
2014,31,7,0
2014,37,8,0
2013,32,45,1
2007,30,10,0
2018,30,1,0
2014,31,24,0
2011,29,50,0
2012,25,1,0
2017,30,2,0
2010,34,5,0
2012,27,24,0
2008,34,3,0
2012,27,50,0
2008,25,1,0
2015,23,15,0
2018,39,34,0
2007,25,3,0
2016,31,3,0
2010,34,3,0
2016,25,32,0
2012,39,6,0
2009,31,1,0
2014,33,41,0
2014,32,39,0
2017,29,1,0
2008,29,7,0
2016,30,28,0
2015,34,17,0
2010,29,6,0
2007,34,50,0
2018,37,1,0
2007,32,26,0
2015,29,17,0
2010,39,1,0
2009,28,50,0
2007,33,17,0
2007,39,11,0
2015,28,23,0
2008,36,33,0
2007,35,1,0
2009,35,1,0
2007,29,2,0
2008,23,1,0
2009,36,17,0
2012,30,1,0
2016,37,15,0
2017,35,5,1
2008,35,2,0
2018,25,11,0
2007,39,15,0
2008,32,2,0
2012,32,1,0
2018,28,11,0
2007,30,5,0
2015,26,46,0
2007,29,4,0
2007,21,1,0
2008,34,50,0
2014,35,25,0
2010,28,23,0
2018,32,6,0
2010,37,8,0
2015,34,3,0
2008,23,2,0
2014,28,20,0
2012,35,14,0
2007,32,50,1
2014,25,12,0
2016,33,50,0
2017,27,3,0
2009,30,1,0
2017,34,50,1
2007,21,3,0
2016,34,17,0
2013,37,20,0
2018,38,7,0
2014,28,3,0
2012,33,2,0
2017,31,21,1
2014,29,3,0
2007,38,2,0
2007,30,30,0
2008,33,1,0
2009,27,13,0
2012,33,14,0
2012,30,19,1
2014,31,50,0
2009,21,2,0
2011,31,5,0
2008,34,2,0
2016,36,16,0
2018,38,1,0
2014,35,6,0
2013,38,7,0
2017,24,10,0
2009,39,6,0
2012,31,2,0
2009,24,1,0
2011,36,9,0
2015,27,11,0
2008,34,41,0
2010,29,2,0
2010,37,2,0
2013,36,45,1
2009,24,3,0
2016,33,14,0
2017,23,2,0
2015,36,6,0
2017,34,5,0
2014,27,14,0
2008,23,4,0
2012,30,11,0
2009,29,13,0
2012,28,3,0
2016,37,11,0
2014,34,50,0
2008,35,6,0
2014,24,30,0
2013,34,12,1
2011,34,1,0
2015,38,4,0
2013,28,1,0
2010,26,1,0
2014,36,7,0
2016,39,5,0
2008,28,21,0
2010,37,2,0
2007,32,6,0
2017,35,50,0
2015,26,27,0
2015,37,2,0
2015,28,3,0
2010,29,50,0
2012,24,2,0
2007,34,12,0
2016,36,41,1
2007,30,6,0
2009,26,28,0
2008,33,10,0
2013,34,8,0
2011,26,10,0
2017,37,2,0
2012,32,1,0
2013,28,23,0
2011,36,1,0
2017,29,37,0
2007,38,9,0
2011,35,36,1
2017,28,2,0
2014,27,9,0
2009,28,47,0
2010,32,1,0
2014,39,2,0
2007,32,50,1
2012,35,2,0
2012,35,30,0
2007,30,46,0
2007,30,50,0
2011,33,1,0
2015,23,1,0
2009,20,3,0
2016,30,50,1
2010,32,3,0
2013,36,10,0
2018,24,15,0
2017,23,2,0
2009,38,4,0
2018,23,8,0
2016,34,14,0
2014,29,10,0
2009,28,31,0
2014,40,12,0
2007,37,2,0
2016,39,2,0
2012,29,24,0
2011,23,1,0
2009,23,2,0
2007,33,50,1
2017,29,4,0
2010,37,1,0
2017,36,1,0
2012,27,37,0
2012,37,4,0
2009,29,1,0
2011,27,1,0
2014,35,4,0
2011,37,1,0
2015,32,6,1
2007,36,3,0
2012,27,50,0
2016,29,23,0
2010,29,1,0
2013,36,25,0
2011,24,5,0
2015,33,5,0
2011,31,28,0
2016,24,2,0
2016,32,21,0
2007,28,1,0
2017,24,2,0
2018,32,4,0
2007,37,50,0
2007,29,1,0
2016,37,2,0
2007,32,50,0
2012,36,2,0
2015,39,1,0
2009,30,3,0
2007,29,50,1
2017,29,2,0
2015,32,14,0
2014,35,5,0
2013,24,9,0
2015,25,2,0
2014,35,18,1
2014,32,27,0
2011,24,9,0
2017,38,1,0
2014,36,22,1
2015,33,15,1
2007,28,50,0
2013,37,1,0
2013,37,3,0
2011,30,18,0
2008,30,15,0
2014,28,4,0
2014,26,24,0
2017,38,1,0
2011,33,4,0
2012,31,31,1
2015,31,3,0
2012,33,2,0
2008,23,1,0
2007,33,1,0
2013,30,9,0
2018,25,2,0
2011,29,14,0
2009,35,4,0
2008,37,4,0
2012,30,50,1
2015,30,4,0
2014,34,24,0
2017,30,7,0
2008,31,42,0
2007,29,50,0
2012,25,3,0
2011,30,5,0
2011,28,21,0
2012,33,1,1
2013,34,5,0
2007,27,5,0
2011,35,4,0
2010,29,5,0
2014,31,12,0
2011,28,7,0
2010,34,6,0
2013,38,1,0
2010,33,7,0
2011,30,24,0
2008,32,4,0
2018,30,4,1
2012,33,7,0
2016,31,38,1
2017,32,4,0
2015,35,2,0
2012,27,2,0
2011,24,5,0
2017,31,6,1
2011,28,2,0
2007,33,9,1
2008,24,4,0
2007,33,1,0
2018,33,1,0
2008,32,37,0
2008,25,1,0
2012,35,1,0
2018,24,1,0
2012,31,38,0
2007,37,1,0
2016,25,2,0
2009,27,2,0
2014,34,8,0
2015,37,2,0
2012,33,10,1
2010,32,6,0
2018,33,1,0
2013,26,1,0
2011,29,48,0
2012,25,1,0
2015,26,1,0
2007,26,2,0
2014,31,3,0
2012,30,16,1
2009,36,14,0
2017,32,3,0
2012,33,3,0
2013,33,18,0
2009,32,6,0
2017,23,2,0
2013,26,3,0
2017,32,7,1
2013,28,7,0
2018,26,43,0
2007,29,50,0
2007,37,7,0
2014,39,3,1
2017,33,3,0
2015,36,7,0
2016,36,26,0
2011,32,4,0
2012,35,1,0
2014,36,11,0
2008,33,1,0
2010,39,1,0
2007,33,7,0
2017,26,1,0
2014,38,2,0
2008,29,49,0
2012,32,8,0
2012,23,8,0
2017,30,2,0
2008,37,1,0
2007,33,3,0
2008,39,8,0
2011,33,26,0
2007,32,5,0
2015,34,3,0
2013,28,50,0
2010,30,9,0
2008,32,2,0
2008,32,4,0
2010,30,48,0
2008,25,36,0
2009,31,4,0
2017,39,4,0
2013,35,34,0
2011,28,5,0
2014,40,3,0
2011,25,6,0
2014,36,6,0
2014,38,5,0
2009,20,1,0
2007,33,1,0
2009,21,13,0
2011,30,5,0
2011,29,9,0
2012,23,12,0
2014,34,36,1
2011,26,2,0
2008,30,1,0
2012,31,50,0
2016,37,47,1
2012,27,1,0
2010,32,35,0
2018,28,16,1
2014,23,16,0
2010,32,5,0
2013,26,9,0
2011,27,6,0
2008,34,44,0
2015,27,5,0
2018,23,1,0
2007,39,2,0
2010,26,10,0
2007,33,14,0
2014,37,9,0
2010,27,3,0
2009,27,2,0
2016,31,12,1
2018,33,6,0
2018,35,1,0
2008,32,1,0
2010,29,5,0
2016,28,3,0
2010,34,2,0
2009,33,3,0
2009,23,1,0
2012,30,3,0
2009,27,50,0
2010,29,49,0
2009,39,1,0
2007,34,8,0
2015,29,8,0
2018,39,2,0
2014,26,3,0
2016,36,50,1
2012,31,7,0
2008,23,1,0
